year,buy,sell,test_CAGR,test_Sharpe,test_MDD,train_sharpe
2016,0.52,0.35,-0.052692408320878736,-0.1771659312453633,0.2758627917267759,-0.3733278105242038
2017,0.53,0.35,1.5376151140664374,2.7157958921039427,0.27498242425765723,-0.12519479978641496
2018,0.52,0.47,-0.5712989473199126,-1.11752066418809,0.769680579803948,3.150000574757031
2019,0.52,0.38,0.9754068738456805,2.0571988966688424,0.33515812657996596,-1.1075590661622827
2020,0.5900000000000001,0.35,0.03244428508086972,0.06529829692508458,0.550642622545344,2.480174497562465
2021,0.52,0.38,0.2765665395357544,0.5170925794976338,0.34117957873127364,1.1195165865296444
2022,0.52,0.47,-0.5262245119008309,-1.038276314757044,0.676651868509935,0.6691174408976529
2023,0.52,0.39999999999999997,0.9044416711536103,2.490486833773915,0.20057773342913235,-1.0053611853972197
2024,0.52,0.35,0.6750707273662335,1.524038908893152,0.26182033008476613,2.490486833773915
